Symbol,Nome,Pais,Sigla_Pais,Setor
NTWO,Newbury Street II Acquisition Corp,United States,US,Financial Services
NTWOU,Newbury Street II Acquisition Corp,United States,US,Financial Services
NTWOW,Newbury Street II Acquisition Corp,United States,US,
NUAI,"New Era Energy & Digital, Inc.",United States,US,Technology
NUAIW,"New Era Energy & Digital, Inc.",United States,US,
NUCL,Eagle Nuclear Energy Corp.,United States,US,Energy
NUCLW,Eagle Nuclear Energy Corp.,United States,US,
NUG,Leverage Shares 2X Long NU Daily ETF,,,
NUGY,Graniteshares YieldBOOST Gold Miners ETF,,,
NUSB,Nuveen Ultra Short Income ETF,,,
NUTR,NusaTrip Incorporated,Indonesia,IN,Consumer Cyclical
NUTX,Nutex Health Inc.,United States,US,Healthcare
NUVL,"Nuvalent, Inc.",United States,US,Healthcare
NUWE,"Nuwellis, Inc.",United States,US,Healthcare
NVAX,"Novavax, Inc.",United States,US,Healthcare
NVCR,NovoCure Limited,Switzerland,CH,Healthcare
NVCT,"Nuvectis Pharma, Inc.",United States,US,Healthcare
NVD,Graniteshares 2x Short NVDA Daily ETF,,,
NVDA,NVIDIA Corporation,United States,US,Technology
NVDD,Direxion Daily NVDA Bear 1X Shares,,,
NVDG,Leverage Shares 2X Long NVDA Daily ETF,,,
NVDL,GraniteShares 2x Long NVDA Daily ETF,,,
NVDS,Tradr 1.5X Short NVDA Daily ETF,,,
NVDU,Direxion Daily Nvda Bull 2X Shares,,,
NVEC,NVE Corporation,United States,US,Technology
NVMI,Nova Ltd.,Israel,IS,Technology
NVNI,Nvni Group Limited,Brazil,BR,Technology
NVNIW,Nvni Group Limited,Brazil,BR,
NVNO,enVVeno Medical Corporation,United States,US,Healthcare
NVTS,Navitas Semiconductor Corporation,United States,US,Technology
NVVE,Nuvve Holding Corp.,United States,US,Consumer Cyclical
NVX,NOVONIX Limited,Australia,AU,Industrials
NVYY,GraniteShares YieldBOOST NVDA ETF,,,
NWBI,"Northwest Bancshares, Inc.",United States,US,Financial Services
NWE,"NorthWestern Energy Group, Inc.",United States,US,Utilities
NWFL,Norwood Financial Corp.,United States,US,Financial Services
NWGL,CL Workshop Group Limited,Macau,MA,Basic Materials
NWL,Newell Brands Inc.,United States,US,Consumer Defensive
NWPX,"NWPX Infrastructure, Inc.",United States,US,Basic Materials
NWS,News Corporation,United States,US,Communication Services
NWSA,News Corporation,United States,US,Communication Services
NWTG,"Newton Golf Company, Inc.",United States,US,Consumer Cyclical
NXGL,"NEXGEL, Inc.",United States,US,Healthcare
NXGLW,"NEXGEL, Inc.",United States,US,
NXL,"Nexalin Technology, Inc.",United States,US,Healthcare
NXPI,NXP Semiconductors N.V.,Netherlands,NL,Technology
NXPL,NextPlat Corp,United States,US,Technology
NXST,"Nexstar Media Group, Inc.",United States,US,Communication Services
NXT,Nextpower Inc.,United States,US,Technology
NXTC,"NextCure, Inc.",United States,US,Healthcare
NXTG,First Trust IndXX NextG ETF,,,
NXTS,Nexentis Technologies Inc.,Israel,IS,Basic Materials
NXTT,Next Technology Holding Inc.,Japan,JP,Technology
NXXT,EZFill Holdings Inc.,United States,US,Utilities
NYAX,Nayax Ltd.,Israel,IS,Technology
NYXH,Nyxoah SA,Belgium,BE,Healthcare
NZAC,State Street SPDR MSCI ACWI Climate Paris Aligned ETF,,,
OABI,"OmniAb, Inc.",United States,US,Healthcare
OABIW,"OmniAb, Inc.",United States,US,
OACC,Oaktree Acquisition Corp. III Life Sciences,United States,US,Financial Services
OACCU,Oaktree Acquisition Corp. III Life Sciences,United States,US,Financial Services
OACCW,Oaktree Acquisition Corp. III Life Sciences,United States,US,
OBA,Oxley Bridge Acquisition Limited,Canada,CA,Financial Services
OBAI,"Our Bond, Inc.",United States,US,Technology
OBAWU,Oxley Bridge Acquisition Limited,Canada,CA,Financial Services
OBAWW,Oxley Bridge Acquisition Limited,Canada,CA,
OBIL,F/m US Treasury 12 Month Bill ETF,,,
OBIO,"Orchestra BioMed Holdings, Inc.",United States,US,Healthcare
OBT,"Orange County Bancorp, Inc.",United States,US,Financial Services
OBTC,Osprey Bitcoin Trust,,,
OCC,Optical Cable Corporation,United States,US,Technology
OCCI,"OFS Credit Company, Inc.",United States,US,Financial Services
OCCIM,"OFS Credit Company, Inc.",United States,US,Financial Services
OCCIN,"OFS Credit Company, Inc.",United States,US,Financial Services
OCFC,OceanFirst Financial Corp.,United States,US,Financial Services
OCG,Oriental Culture Holding LTD,Hong Kong,HK,Consumer Cyclical
OCGN,"Ocugen, Inc.",United States,US,Healthcare
OCS,Oculis Holding AG,Switzerland,CH,Healthcare
OCSAW,Oculis Holding AG,,,
OCSL,Oaktree Specialty Lending Corporation,United States,US,Financial Services
OCTV,Octave Intelligence plc,United States,US,Technology
OCUL,"Ocular Therapeutix, Inc.",United States,US,Healthcare
ODD,Oddity Tech Ltd.,Israel,IS,Consumer Defensive
ODDS,Pacer BlueStar Digital Entertainment ETF,,,
ODFL,"Old Dominion Freight Line, Inc.",United States,US,Industrials
ODTE,VegaShares SPX NDX RTY Premium Income ETF,,,
ODTX,"Odyssey Therapeutics, Inc.",United States,US,Healthcare
ODVWZ,Osisko Development Corp.,Canada,CA,
ODYS,Odysight.ai Inc.,Israel,IS,Technology
OESX,"Orion Energy Systems, Inc.",United States,US,Industrials
OFAL,OFA Group,United States,US,Industrials
OFIX,Orthofix Medical Inc.,United States,US,Healthcare
OFLX,"Omega Flex, Inc.",United States,US,Industrials
OFS,OFS Capital Corporation,United States,US,Financial Services
OFSSH,OFS Capital Corporation 4.95% Notes due 2028,,,
OFSSO,OFS Capital Corporation,United States,US,
OGI,Organigram Global Inc.,Canada,CA,Healthcare
OHACU,Oceanhawk Acquisition Corp,United States,US,Financial Services
OIM,OneIM Acquisition Corp.,United States,US,Financial Services
OIMAU,OneIM Acquisition Corp.,United States,US,Financial Services
OIMAW,OneIM Acquisition Corp.,United States,US,
OIO,OIO Group,Singapore,SG,Financial Services
OIOWW,OIO Group,Singapore,SG,
OKLL,Defiance Daily Target 2X Long OKLO ETF,,,
OKTA,"Okta, Inc.",United States,US,Technology
OKTG,Leverage Shares 2X Long OKTA Daily ETF,,,
OKUR,"OnKure Therapeutics, Inc.",United States,US,Healthcare
OKYO,OKYO Pharma Limited,United Kingdom,UK,Healthcare
OLB,"The OLB Group, Inc.",United States,US,Technology
OLED,Universal Display Corporation,United States,US,Technology
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",United States,US,Consumer Defensive
OLMA,"Olema Pharmaceuticals, Inc.",United States,US,Healthcare
OLOX,Olenox Industries Inc.,United States,US,Industrials
OLPX,"Olaplex Holdings, Inc.",United States,US,Consumer Cyclical
OM,"Outset Medical, Inc.",United States,US,Healthcare
OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",Mexico,ME,Industrials
OMCL,"Omnicell, Inc.",United States,US,Healthcare
OMDA,"Omada Health, Inc.",United States,US,Healthcare
OMER,Omeros Corporation,United States,US,Healthcare
OMEX,"Odyssey Marine Exploration, Inc.",United States,US,Basic Materials
OMH,Ohmyhome Limited,Singapore,SG,Real Estate
OMSE,OMS Energy Technologies Inc.,Singapore,SG,Energy
ON,ON Semiconductor Corporation,United States,US,Technology
ONB,Old National Bancorp,United States,US,Financial Services
ONBPO,Old National Bancorp,United States,US,Financial Services
ONBPP,Old National Bancorp,United States,US,Financial Services
ONC,BeOne Medicines AG,Switzerland,CH,Healthcare
ONCH,1RT Acquisition Corp.,United States,US,Financial Services
ONCHU,1RT Acquisition Corp.,United States,US,Financial Services
ONCHW,1RT Acquisition Corp.,United States,US,
ONCO,"Onconetix, Inc.",United States,US,Healthcare
ONCY,Oncolytics Biotech Inc.,United States,US,Healthcare
ONDG,Leverage Shares 2X Long ONDS Daily ETF,,,
ONDS,Ondas Inc.,United States,US,Technology
ONEG,OneConstruction Group Limited,Hong Kong,HK,Industrials
ONEQ,Fidelity Nasdaq Composite Index ETF,,,
ONEW,OneWater Marine Inc.,United States,US,Consumer Cyclical
ONFO,"Onfolio Holdings, Inc.",United States,US,Communication Services
ONFOW,"Onfolio Holdings, Inc.",United States,US,
ONMD,OneMedNet Corporation,United States,US,Healthcare
ONMDW,OneMedNet Corporation,United States,US,
OPAL,OPAL Fuels Inc.,United States,US,Utilities
OPBK,OP Bancorp,United States,US,Financial Services
OPCH,"Option Care Health, Inc.",United States,US,Healthcare
OPEG,Leverage Shares 2X Long OPEN Daily ETF,,,
OPEN,Opendoor Technologies Inc.,United States,US,Real Estate
OPENL,Opendoor Technologies Inc.,United States,US,
OPENW,Opendoor Technologies Inc.,United States,US,
OPENZ,Opendoor Technologies Inc.,United States,US,
OPK,"OPKO Health, Inc.",United States,US,Healthcare
OPPJ,WisdomTree Japan Opportunities Fund,,,
OPRA,Opera Limited,Norway,NO,Communication Services
OPRT,Oportun Financial Corporation,United States,US,Financial Services
OPRX,OptimizeRx Corporation,United States,US,Healthcare
OPTH,Optimi Health Corp.,Canada,CA,Healthcare
OPTX,"Syntec Optics Holdings, Inc.",United States,US,Technology
OPTXW,"Syntec Optics Holdings, Inc.",United States,US,
OPTZ,Optimize Strategy Index ETF,,,
OPXS,"Optex Systems Holdings, Inc",United States,US,Industrials
ORBS,Eightco Holdings Inc.,United States,US,Consumer Cyclical
ORBX,Global X Space Tech ETF,,,
ORCS,Direxion Daily ORCL Bear 1X ETF,,,
ORCU,Direxion Daily ORCL Bull 2X ETF,,,
ORCX,Defiance Daily Target 2X Long ORCL ETF,,,
ORGN,"Origin Materials, Inc.",United States,US,Basic Materials
ORGNW,"Origin Materials, Inc.",United States,US,
ORGO,Organogenesis Holdings Inc.,United States,US,Healthcare
ORIC,"ORIC Pharmaceuticals, Inc.",United States,US,Healthcare
ORIO,Orion Digital Corp.,Canada,CA,Technology
ORIQ,Origin Investment Corp I,Singapore,SG,Financial Services
ORIQU,Origin Investment Corp I,Singapore,SG,Financial Services
ORIQW,Origin Investment Corp I,Singapore,SG,
ORIS,Oriental Rise Holdings Limited,China,CN,Consumer Defensive
ORKA,"Oruka Therapeutics, Inc.",United States,US,Healthcare
ORKT,Orangekloud Technology Inc.,Singapore,SG,Technology
ORLG,Leverage Shares 2X Long ORLY Daily ETF,,,
ORLY,"O'Reilly Automotive, Inc.",United States,US,Consumer Cyclical
ORMP,Oramed Pharmaceuticals Inc.,United States,US,Healthcare
ORR,Militia Long/Short Equity ETF,,,
ORRF,"Orrstown Financial Services, Inc.",United States,US,Financial Services
OSBC,"Old Second Bancorp, Inc.",United States,US,Financial Services
OSCG,Leverage Shares 2X Long OSCR Daily ETF,,,
OSCX,Defiance Daily Target 2x Long OSCR ETF,,,
OSIS,"OSI Systems, Inc.",United States,US,Technology
OSPN,OneSpan Inc.,United States,US,Technology
OSRH,"OSR Health, Inc.",United States,US,Healthcare
OSRHW,"OSR Health, Inc.",United States,US,
OSS,"One Stop Systems, Inc.",United States,US,Technology
OST,"Ostin Technology Group Co., Ltd.",China,CN,Technology
OSUR,"OraSure Technologies, Inc.",United States,US,Healthcare
OSW,OneSpaWorld Holdings Limited,Bahamas,BA,Consumer Cyclical
OTEX,Open Text Corporation,Canada,CA,Technology
OTGA,OTG Acquisition Corp. I,United States,US,Financial Services
OTGAU,OTG Acquisition Corp. I,United States,US,Financial Services
OTGAW,OTG Acquisition Corp. I,United States,US,
OTGL,OTG Latin America ETF,,,
OTLK,"Outlook Therapeutics, Inc.",United States,US,Healthcare
OTLY,Oatly Group AB,Sweden,SW,Consumer Defensive
OTTR,Otter Tail Corporation,United States,US,Industrials
OUST,"Ouster, Inc.",United States,US,Technology
OVBC,Ohio Valley Banc Corp.,United States,US,Financial Services
OVID,Ovid Therapeutics Inc.,United States,US,Healthcare
OVLY,Oak Valley Bancorp,United States,US,Financial Services
OWLS,Obook Holdings Inc.,Taiwan,TW,Technology
OXBR,Oxbridge Re Holdings Limited,Cayman Islands,CA,Financial Services
OXBRW,Oxbridge Re Holdings Limited,Cayman Islands,CA,
OXLC,Oxford Lane Capital Corp.,United States,US,Financial Services
OXLCG,Oxford Lane Capital Corp. 7.95% Notes due 2032,United States,US,
OXLCI,Oxford Lane Capital Corp.,United States,US,
OXLCL,Oxford Lane Capital Corp. 6.75% Notes due 2031,,,
OXLCM,"Oxford Lane Capital Corp. Preferred Stock Shares, 8.25% Series 2031",,,
OXLCN,Oxford Lane Capital Corp.,United States,US,Financial Services
OXLCO,Oxford Lane Capital Corp.,United States,US,Financial Services
OXLCZ,Oxford Lane Capital Corp. 5.00% Notes due 2027,,,
OXSQ,Oxford Square Capital Corp.,United States,US,Financial Services
OXSQG,Oxford Square Capital Corp. 5.50% Notes due 2028,,,
OXSQH,Oxford Square Capital Corp.,United States,US,
OYSE,Oyster Enterprises II Acquisition Corp,United States,US,Financial Services
OYSER,Oyster Enterprises II Acquisition Corp,United States,US,
OYSEU,Oyster Enterprises II Acquisiti,United States,US,Financial Services
OZEM,Roundhill Glp-1 & Weight Loss ETF,,,
OZK,Bank OZK,United States,US,Financial Services
OZKAP,Bank OZK,United States,US,Financial Services
PAA,"Plains All American Pipeline, L.P.",United States,US,Energy
PAAC,Proem Acquisition Corp I,United States,US,Financial Services
PAACU,Proem Acquisition Corp I,United States,US,Financial Services
PAACW,Proem Acquisition Corp I,United States,US,
PABD,iShares Paris-Aligned Climate Optimized MSCI World ex USA ETF,,,
PABU,iShares Paris-Aligned Climate Optimized MSCI USA ETF,,,
PACB,"Pacific Biosciences of California, Inc.",United States,US,Healthcare
PACH,Pioneer Acquisition I Corp,United States,US,Financial Services
PACHU,Pioneer Acquisition I Corp,United States,US,Financial Services
PACHW,Pioneer Acquisition I Corp,United States,US,
PAGP,"Plains GP Holdings, L.P.",United States,US,Energy
PAHC,Phibro Animal Health Corporation,United States,US,Healthcare
PAL,"Proficient Auto Logistics, Inc.",United States,US,Industrials
PALD,Direxion Daily PANW Bear 1X Shares,,,
PALI,"Palisade Bio, Inc.",United States,US,Healthcare
PALO,Paloma Acquisition Corp I,United States,US,Financial Services
PALOU,Paloma Acquisition Corp I,United States,US,Financial Services
PALOW,Paloma Acquisition Corp I,United States,US,
PALU,Direxion Daily PANW Bull 2X Shares,,,
PAMT,PAMT CORP,United States,US,Industrials
PANG,Leverage Shares 2X Long PANW Daily ETF,,,
PANL,Pangaea Logistics Solutions Ltd.,United States,US,Industrials
PANW,"Palo Alto Networks, Inc.",United States,US,Technology
PARK,"Park Dental Partners, Inc.",United States,US,Healthcare
PASG,"Passage Bio, Inc.",United States,US,Healthcare
PASW,"Ping An Biomedical Co., Ltd.",Hong Kong,HK,Consumer Cyclical
PATK,"Patrick Industries, Inc.",United States,US,Consumer Cyclical
PATN,Pacer Nasdaq International Patent Leaders ETF,,,
PAVM,PAVmed Inc.,United States,US,Healthcare
PAVS,Paranovus Entertainment Technology Ltd.,United States,US,Consumer Defensive
PAX,Patria Investments Limited,Cayman Islands,CA,Financial Services
PAYO,Payoneer Global Inc.,United States,US,Technology
PAYP,PayPay Corporation,Japan,JP,Technology
PAYS,"Paysign, Inc.",United States,US,Technology
PAYX,"Paychex, Inc.",United States,US,Technology
PBEU,Portfolio Building Block European Banks Index ETF,,,
PBFS,"Pioneer Bancorp, Inc.",United States,US,Financial Services
PBHC,"Pathfinder Bancorp, Inc.",United States,US,Financial Services
PBK,PowerBank Corporation,Canada,CA,Utilities
PBM,Psyence Biomedical Ltd.,Canada,CA,Healthcare
PBMWW,Psyence Biomedical Ltd.,Canada,CA,
PBOG,Portfolio Building Block Integrated Oil And Gas And Exploration And Production Index ETF,,,
PBPH,Portfolio Building Block World Pharma And Biotech Index ETF,,,
PBQQ,PGIM Laddered Nasdaq-100 Buffer 12 ETF,,,
PBRG,Leverage Shares 2X Long PBR Daily ETF,,,
PBYI,"Puma Biotechnology, Inc.",United States,US,Healthcare
PC,Premium Catering (Holdings) Limited,Singapore,SG,Industrials
PCAP,ProCap Acquisition Corp,United States,US,Financial Services
PCAPU,ProCap Acquisition Corp,United States,US,Financial Services
PCAPW,ProCap Acquisition Corp,United States,US,
PCAR,PACCAR Inc,United States,US,Industrials
PCB,PCB Bancorp,United States,US,Financial Services
PCLA,PicoCELA Inc.,Japan,JP,Communication Services
PCMM,BondBloxx Private Credit CLO ETF,,,
PCPI,PIMCO Inflation Plus Active Exchange-Traded Fund,,,
PCRX,"Pacira BioSciences, Inc.",United States,US,Healthcare
PCSA,"Processa Pharmaceuticals, Inc.",United States,US,Healthcare
PCSC,Perceptive Capital Solutions Corp,United States,US,Financial Services
PCT,"PureCycle Technologies, Inc.",United States,US,Industrials
PCTTU,"PureCycle Technologies, Inc.",United States,US,Industrials
PCTTW,"PureCycle Technologies, Inc.",United States,US,
PCTY,Paylocity Holding Corporation,United States,US,Technology
PCVX,"Vaxcyte, Inc.",United States,US,Healthcare
PCYO,Pure Cycle Corporation,United States,US,Utilities
PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,,,
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,,,
PDC,Perpetuals.com Ltd,Japan,JP,Technology
PDD,PDD Holdings Inc.,Ireland,IR,Consumer Cyclical
PDDL,GraniteShares 2x Long PDD Daily ETF,,,
PDEX,"Pro-Dex, Inc.",United States,US,Healthcare
PDFS,"PDF Solutions, Inc.",United States,US,Technology
PDLB,"Ponce Financial Group, Inc.",United States,US,Financial Services
PDP,Invesco Dorsey Wright Momentum ETF,,,
PDSB,PDS Biotechnology Corporation,United States,US,Healthcare
PDYN,Palladyne AI Corp.,United States,US,Technology
PDYNW,Palladyne AI Corp.,United States,US,
PEBK,"Peoples Bancorp of North Carolina, Inc.",United States,US,Financial Services
PEBO,Peoples Bancorp Inc.,United States,US,Financial Services
PECE,Peace Acquisition Corp,United States,US,Financial Services
PECER,Peace Acquisition Corp,United States,US,
PECEU,Peace Acquisition Corp,United States,US,Financial Services
PECEW,Peace Acquisition Corp,United States,US,
PECO,"Phillips Edison & Company, Inc.",United States,US,Real Estate
PEGA,Pegasystems Inc.,United States,US,Technology
PENG,"Penguin Solutions, Inc.",United States,US,Technology
PENN,"PENN Entertainment, Inc.",United States,US,Consumer Cyclical
PEP,"PepsiCo, Inc.",United States,US,Consumer Defensive
PEPG,PepGen Inc.,United States,US,Healthcare
PEPS,Parametric Equity Plus ETF,,,
PERI,Perion Network Ltd.,Israel,IS,Communication Services
PESI,"Perma-Fix Environmental Services, Inc.",United States,US,Industrials
PETS,"PetMed Express, Inc.",United States,US,Healthcare
PETZ,"TDH Holdings, Inc.",China,CN,Consumer Cyclical
PEY,Invesco High Yield Equity Dividend Achievers ETF,,,
PEZ,Invesco Dorsey Wright Consumer Cyclicals Momentum ETF,,,
PFAI,Pinnacle Food Group Limited,Canada,CA,Consumer Defensive
PFBC,Preferred Bank,United States,US,Financial Services
PFDE,Pathfinder Disciplined US Equity ETF,,,
PFF,iShares Preferred and Income Securities ETF,,,
PFG,"Principal Financial Group, Inc.",United States,US,Financial Services
PFI,Invesco Dorsey Wright Financial Momentum ETF,,,
PFIS,Peoples Financial Services Corp.,United States,US,Financial Services
PFM,Invesco Dividend Achievers ETF,,,
PFOE,Pathfinder Focused Opportunities ETF,,,
PFSA,"Profusa, Inc.",United States,US,Healthcare
PFX,PhenixFIN Corporation,United States,US,Financial Services
PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028,,,
